명칭,주소,위도,경도,개요,class,tag1,tag2,tag3,tag4,tag5,is_unique,tags,input_text,summary
고흐의정원,제주특별자치도 서귀포시 삼달신풍로 126-5,33.37343834,126.844101,"고흐의 정원은 디지털 기술을 이용, 현대적 접근법을 사용해 작품을 재해석하여 살아 숨 쉬는 반 고흐작품을 경험할 수 있는 새로운 성격의 미술 체험 전시를 제작하였다. 이 전시는 반 고흐의 작품이 주인공이 아닌 ‘인간 빈센트 반 고흐’가 주인공인 전시로, 그의 작품을 눈으로만 볼 수 있었던 기존의 전시와는 달리 반 고흐의 작품 보고 듣고 만질 수 있는 관객 참여형 체험 전시이다.",4,#체험가득,#감성스팟,#자연,,,0,#체험가득 #감성스팟 #자연  ,"고흐의 정원은 디지털 기술을 이용, 현대적 접근법을 사용해 작품을 재해석하여 살아 숨 쉬는 반 고흐작품을 경험할 수 있는 새로운 성격의 미술 체험 전시를 제작하였다. 이 전시는 반 고흐의 작품이 주인공이 아닌 ‘인간 빈센트 반 고흐’가 주인공인 전시로, 그의 작품을 눈으로만 볼 수 있었던 기존의 전시와는 달리 반 고흐의 작품 보고 듣고 만질 수 있는 관객 참여형 체험 전시이다. #체험가득 #감성스팟 #자연","**고흐의 정원**: 인간 빈센트 반 고흐에 초점을 맞춘 참여형 전시로, 작품을 보고 듣고 만지며 감상 가능.

태그: #체험전시 #반고흐 #참여형전시 #디지털아트"
해인사 성보박물관,경상남도 합천군 가야면 가야산로 1742-17,35.79378893,128.0946978,"법보종찰 해인사는 한국의 유구한 역사를 담고 있는 보물이자, 세계문화유산으로 인정받은 장경판전과 세계기록유산의 팔만대장경을 포함한 수많은 성보문화재가 전해져 내려오고 있는 유서 깊은 천년고찰이다. 해인사성보박물관의 효시는 1488년에 현재의 응진전 자리에 해행당(解行堂)을 짓고 개산조 이하 역대 고승의 진영을 봉안한 것이다. 이후 1918년에 역대 고승의 진영을 조사전(祖師殿)으로 옮기고, 대적광전 뒤편에 목조 건물을 조성하여 사중 보물을 보관하였다. 1967년에 구광루(九光樓)를 보물장(寶物藏)으로 개조하여 건칠희랑대사좌상 등을 이운하여 해인사의 성보문화재를 전시하였으며, 1989년에 선열당(禪悅堂)으로 옮겼다. 해인사는 도난이나 훼손 등의 위험요인에 노출되어 있는 성보문화유산들을 안전하고 효율적으로 관리하기 위해 1993년부터 박물관 건립 계획을 수립하였으며, 해인사와 산내암자, 말사의 성보문화재를 전시, 보존, 연구하여 찬란한 불교문화의 우수성을 알리고자 2002년에 해인사성보박물관을 개관하여 오늘에 이르고 있다.",4,#자연,#박물관,#역사,,,0,#자연 #박물관 #역사  ,"법보종찰 해인사는 한국의 유구한 역사를 담고 있는 보물이자, 세계문화유산으로 인정받은 장경판전과 세계기록유산의 팔만대장경을 포함한 수많은 성보문화재가 전해져 내려오고 있는 유서 깊은 천년고찰이다. 해인사성보박물관의 효시는 1488년에 현재의 응진전 자리에 해행당(解行堂)을 짓고 개산조 이하 역대 고승의 진영을 봉안한 것이다. 이후 1918년에 역대 고승의 진영을 조사전(祖師殿)으로 옮기고, 대적광전 뒤편에 목조 건물을 조성하여 사중 보물을 보관하였다. 1967년에 구광루(九光樓)를 보물장(寶物藏)으로 개조하여 건칠희랑대사좌상 등을 이운하여 해인사의 성보문화재를 전시하였으며, 1989년에 선열당(禪悅堂)으로 옮겼다. 해인사는 도난이나 훼손 등의 위험요인에 노출되어 있는 성보문화유산들을 안전하고 효율적으로 관리하기 위해 1993년부터 박물관 건립 계획을 수립하였으며, 해인사와 산내암자, 말사의 성보문화재를 전시, 보존, 연구하여 찬란한 불교문화의 우수성을 알리고자 2002년에 해인사성보박물관을 개관하여 오늘에 이르고 있다. #자연 #박물관 #역사","- **여행지**: 해인사

- **특징**:
   - 법보종찰로 세계문화유산 장경판전과 팔만대장경이 있음
   - 천년고찰이며, 다양한 성보문화재 보유
   - 2002년 개관한 해인사성보박물관에서 성보문화재 전시 중임

- **태그**: 자연, 박물관, 역사"
폭포책방 아름인도서관,서울특별시 서대문구 연희로 262-24 (홍은동),37.581349,126.9370355,자연과 책을 사랑하는 사람들에게 특별한 경험을 선사하는 곳이며 시원하게 쏟아지는 폭포 소리를 배경 삼아 책을 읽으며 여유로운 시간을 보낼 수 있는 도서관이다.,4,#자연,#체험가득,#감성스팟,,,0,#자연 #체험가득 #감성스팟  ,자연과 책을 사랑하는 사람들에게 특별한 경험을 선사하는 곳이며 시원하게 쏟아지는 폭포 소리를 배경 삼아 책을 읽으며 여유로운 시간을 보낼 수 있는 도서관이다. #자연 #체험가득 #감성스팟,"이 도서관은 자연을 배경으로 한 감성적인 공간으로, 시원한 폭포 소리와 함께 독서를 즐길 수 있습니다. 책과 자연을 사랑하는 분들에게 추천합니다.

* 태그: #자연 #책 #폭포 #도서관 #여유 #힐링 #독서 #감성스팟 #체험가득"
고모역복합문화공간,대구광역시 수성구 고모로 208,35.85830062,128.6786418,"고모역은 지역민의 향수와 추억, 시대의 애환과 사연을 담고 있는 장소이며, 역사, 문화가 살아 숨 쉬는 공간이다. 고모역복합문화공간에서는 단절된 폐역사를 살아있는 역사로 재생하여 고모역의 의미를 재발견하고 새로운 문화적 가치를 창조하고자 한다. 세대와 세대를 이어주는 의미 있는 장소로써 어른들에게는 향수를, 아이들에게는 역사를 되돌아보며 미래를 이야기하는 문화의 플랫폼이다.",4,#가족나들이,#역사,#사찰,#레트로,,0,#가족나들이 #역사 #사찰 #레트로 ,"고모역은 지역민의 향수와 추억, 시대의 애환과 사연을 담고 있는 장소이며, 역사, 문화가 살아 숨 쉬는 공간이다. 고모역복합문화공간에서는 단절된 폐역사를 살아있는 역사로 재생하여 고모역의 의미를 재발견하고 새로운 문화적 가치를 창조하고자 한다. 세대와 세대를 이어주는 의미 있는 장소로써 어른들에게는 향수를, 아이들에게는 역사를 되돌아보며 미래를 이야기하는 문화의 플랫폼이다. #가족나들이 #역사 #사찰 #레트로","고모역: 역사의 가치와 문화를 담은 복합문화공간으로, 과거와 현재를 잇는 세대 공감의 장소.

태그: #가족나들이 #역사 #사찰 #레트로"
바니베어 뮤지엄,경상북도 경주시 보문로 280-34 (북군동),35.851907,129.2776699,"경주시 북군동에 있는 바니베어 뮤지엄은 실바니안 패밀리와 테디베어의 합작으로 만들어진 박물관으로 실바니안 한국지사에서 공식으로 인정한 곳이다.
테디베어를 이용하여 박혁거세의 탄생과 첨성대, 석굴암, 불국사 경주의 역사와 유적지를 알 수 있는 디오라마가 설치되어 있는 전시장과 전 세계 어린이들의 사랑을 받는 실바니안 패밀리 마을이 조성되어 있다. 다람쥐, 토끼, 강아지, 코알라, 코끼리들의 병원, 유치원, 마켓, 발레, 학교 등등 아기자기하고 섬세한 실바니안 타운은 동물에 호기심을 가지는 어린이부터 어른까지 그 매력에 안 빠질 수가 없다. 아이들이 체험할 수 커다란 실바니안 하우스와 초콜릿 체험, 상상력을 자극하는 우주 테디베어, 공룡 전시까지 모든 어린이가 계절과 날씨에 구애받지 않고 즐길 수 있는 실내 공간이다.",4,#자연,#가족나들이,#유적지,#체험가득,#박물관,1,#자연 #가족나들이 #유적지 #체험가득 #박물관,"경주시 북군동에 있는 바니베어 뮤지엄은 실바니안 패밀리와 테디베어의 합작으로 만들어진 박물관으로 실바니안 한국지사에서 공식으로 인정한 곳이다.
테디베어를 이용하여 박혁거세의 탄생과 첨성대, 석굴암, 불국사 경주의 역사와 유적지를 알 수 있는 디오라마가 설치되어 있는 전시장과 전 세계 어린이들의 사랑을 받는 실바니안 패밀리 마을이 조성되어 있다. 다람쥐, 토끼, 강아지, 코알라, 코끼리들의 병원, 유치원, 마켓, 발레, 학교 등등 아기자기하고 섬세한 실바니안 타운은 동물에 호기심을 가지는 어린이부터 어른까지 그 매력에 안 빠질 수가 없다. 아이들이 체험할 수 커다란 실바니안 하우스와 초콜릿 체험, 상상력을 자극하는 우주 테디베어, 공룡 전시까지 모든 어린이가 계절과 날씨에 구애받지 않고 즐길 수 있는 실내 공간이다. #자연 #가족나들이 #유적지 #체험가득 #박물관","**바니베어 뮤지엄**: 경주 북군동에 위치한 실내 박물관으로, 실바니안 패밀리와 테디베어가 결합한 작품들을 전시하며, 다양한 체험 프로그램도 제공합니다.

1. **역사 및 문화**
   - 경주의 역사적 유적지와 문화를 소개하는 디오라마 전시: 신라의 건국 이야기 등
2. **실바니안 패밀리 마을**
   - 아기자기한 동물 캐릭터의 마을 구현 (다람쥐, 토끼, 강아지, 코알라 등)
3. **체험 활동**
   - 대형 실바니안 하우스 체험
   - 초콜릿 만들기 체험
   - 우주와 공룡을 주제로 한 테디베어 전시

특징: 자연 친화적인 분위기 속에서 가족 단위로 방문하기 좋으며, 사계절 내내 날씨에 영향 받지 않는 실내 공간을 제공합니다. 아이들의 창의력과 상상력을 자극하는 다채로운 전시와 체험 활동을 통해 즐거운 시간을 보낼 수 있습니다.  #자연 #가족나들이 #유적지 #체험가득 #박물관"
예술가의집,서울특별시 종로구 동숭길 3(동숭동),37.58059472,127.0032545,"예술가의 창작을 지원하고 예술가와 예술가, 예술가와 시민과의 소통을 지원하는 매개형 열린 공간이다. 예술가의 집은 일제강점기에 경성제국대학 본관으로 사용됐던 건물로 사적 278호로 지정되었으며, 설계는 우리 건축계의 선구자인 박길룡(1898~1943)이 하였다. 한국문화예술위원회의 청사로 사용되다가 2010년 12월 예술가의 집으로 바뀌었다.
현재 1층은 청년예술가를 위한 아르코영아티스트랩, 2층은 누구나 와서 쉴 수 있고 드립커피 체험을 할 수 있는 예술가의집 라운지, 3층은 예술 창작을 위한 대관공간으로 이루어져 있다.",4,#자연,#체험가득,#역사,,,0,#자연 #체험가득 #역사  ,"예술가의 창작을 지원하고 예술가와 예술가, 예술가와 시민과의 소통을 지원하는 매개형 열린 공간이다. 예술가의 집은 일제강점기에 경성제국대학 본관으로 사용됐던 건물로 사적 278호로 지정되었으며, 설계는 우리 건축계의 선구자인 박길룡(1898~1943)이 하였다. 한국문화예술위원회의 청사로 사용되다가 2010년 12월 예술가의 집으로 바뀌었다.
현재 1층은 청년예술가를 위한 아르코영아티스트랩, 2층은 누구나 와서 쉴 수 있고 드립커피 체험을 할 수 있는 예술가의집 라운지, 3층은 예술 창작을 위한 대관공간으로 이루어져 있다. #자연 #체험가득 #역사","**예술가의 집**: 

- 일제 강점기 경성제국대학 본관이었던 건물이 현재 예술가의 집으로 바뀜.
- 1층: 청년 예술가를 위한 '아르코 영 아티스트 랩'
- 2층: 휴식 및 드립 커피 체험이 가능한 '예술가의 집 라운지'
- 3층: 예술 창작을 위한 대관 공간

*태그*: #자연 #체험가득 #역사"
컬러풀뮤지엄(COLORPOOL MUSEUM),서울특별시 종로구 인사동길 49 (관훈동)6층,37.57452008,126.9835676,"컬러풀뮤지엄은 오감을 통해 컬러를 만나는 아트플레이스이다. 컬러를 주제로 한 플레이그라운드이다. 모든 연령과 계층이 함께 교감하며 창의력을 키우는 크리에이티브팩토리다. 컬러풀뮤지엄에서 관람자는 아티스트가 된다. 컬러를 활용한 다양한 작품 속에 직접 들어가 자신이 주인공이 되는 저마다의 새로운 작품을 완성하게 된다. 컬러와 플레이하며 컬러의 색을 보고, 향을 느끼고, 듣는 퍼포먼스가 컬러풀뮤지엄이 지향하는 참여형 예술활동의 가치이다. 우리가 각각의 개성을 가지고 있듯, 컬러도 각각 고유의 에너지와 성격을 가지고 있다. 컬러풀뮤지엄에서 작품을 완성하는 동안 갖가지 컬러들은 당신에게 엄청난 에너지와 비타민을 전달할 것이다.
컬러풀뮤지엄에서 창작활동이 당신의 삶에 건강한 활력과 새로운 영감을 주길 바란다. 어린 자녀와 부모가, 할아버지 할머니와 손주가, 동성의 친구들이, 사랑하는 연인들이, 직장동료들이, 윌리웡카 초콜릿 왕국을 그리워하는 모든 이들이 함께 교감하고 소통하며 친밀함을 증진시키는 매직플레이스로 컬러풀뮤지엄이 기억되기를 소망한다. 2년에 걸쳐 우리가 살고 있는 도시 곳곳에서, 생활환경 곳곳에서 마주하는 생명력 있는 색(Color)과 향(Scent)을 모았다. 컬러의 호기심과 즐거움을 찾고자 놀라운 탤런트를 가진 아티스트, 플래너, 일러스트레이터, 디자이너, 메이커, 봉사활동가들이 탐험의 여정을 함께 했다.",4,#자연,#데이트스팟,#감성스팟,,,0,#자연 #데이트스팟 #감성스팟  ,"컬러풀뮤지엄은 오감을 통해 컬러를 만나는 아트플레이스이다. 컬러를 주제로 한 플레이그라운드이다. 모든 연령과 계층이 함께 교감하며 창의력을 키우는 크리에이티브팩토리다. 컬러풀뮤지엄에서 관람자는 아티스트가 된다. 컬러를 활용한 다양한 작품 속에 직접 들어가 자신이 주인공이 되는 저마다의 새로운 작품을 완성하게 된다. 컬러와 플레이하며 컬러의 색을 보고, 향을 느끼고, 듣는 퍼포먼스가 컬러풀뮤지엄이 지향하는 참여형 예술활동의 가치이다. 우리가 각각의 개성을 가지고 있듯, 컬러도 각각 고유의 에너지와 성격을 가지고 있다. 컬러풀뮤지엄에서 작품을 완성하는 동안 갖가지 컬러들은 당신에게 엄청난 에너지와 비타민을 전달할 것이다.
컬러풀뮤지엄에서 창작활동이 당신의 삶에 건강한 활력과 새로운 영감을 주길 바란다. 어린 자녀와 부모가, 할아버지 할머니와 손주가, 동성의 친구들이, 사랑하는 연인들이, 직장동료들이, 윌리웡카 초콜릿 왕국을 그리워하는 모든 이들이 함께 교감하고 소통하며 친밀함을 증진시키는 매직플레이스로 컬러풀뮤지엄이 기억되기를 소망한다. 2년에 걸쳐 우리가 살고 있는 도시 곳곳에서, 생활환경 곳곳에서 마주하는 생명력 있는 색(Color)과 향(Scent)을 모았다. 컬러의 호기심과 즐거움을 찾고자 놀라운 탤런트를 가진 아티스트, 플래너, 일러스트레이터, 디자이너, 메이커, 봉사활동가들이 탐험의 여정을 함께 했다. #자연 #데이트스팟 #감성스팟","'컬러풀 뮤지엄'은 컬러를 주제로 한 체험 전시관으로, 관람객이 직접 아티스트가 되어 참여하는 형태의 예술 활동을 즐길 수 있습니다.

1. 특징: 컬러풀한 공간에서 시각, 후각, 청각을 자극하는 다양한 작품을 경험하며 자신만의 작품을 만들어내는 참여형 예술공간입니다.

2. 가치: 각기 다른 에너지와 성격을 지닌 컬러들을 활용해 관람객들에게 긍정적인 에너지를 전달하고자 합니다.

3. 대상: 남녀노소 누구나 방문 가능하며 가족, 연인, 친구, 동료 등 모두가 함께 즐길 수 있는 문화 공간입니다.

4. 제작 과정: 도시의 일상적인 환경에서 찾아낸 다채로운 색상과 향을 활용하여, 여러 분야의 전문가들과 함께 2년간 준비했습니다.

5. 태그: 자연, 데이트 스폿, 감성 스폿

관람객들은 이곳에서 삶의 활력소와 신선한 영감을 얻을 뿐만 아니라 소중한 사람들과 더욱 가까워지는 특별한 경험을 할 수 있을 것입니다."
황금박쥐 생태전시관,전라남도 함평군 함평읍 곤재로 36-13,35.05565346,126.5165704,"황금박쥐 생태전시관은 함평 화양 근린공원 안, 함평 열매공원 옆에 자리하고 있으며 축제 행사장에서 거리가 좀 떨어진 곳에 있다. 이곳은 평상시에는 관람할 수 없고 함평 나비 대축제, 대한민국 국향대전 축제 기간 중에만 관람할 수 있는 특별한 전시관으로 이곳 축제 현장을 방문한 여행객들을 위해 무료로 운영되는 곳이다. 이곳은 멸종 위기 희귀동물인 황금박쥐가 함평에서 서식하고 있는 점을 활용하여 박쥐의 생태체험 및 자연 생태 보존과 야생 희귀동물 보존 등을 알리기 위해 조성된 공간이다. 전시관 입구는 박쥐들이 좋아할 만한 동굴처럼 꾸며져 있고 박쥐에 관한 다양한 전시물들이 전시되어 있으며 박쥐의 분류와 생태, 박쥐의 응용 분야 및 전통 속의 박쥐 등 박쥐에 대한 모든 것을 배울 수 있는 학습공간이다.
이곳의 대표적인 전시물인 황금박쥐는 순금 162kg, 은 281kg로 만들어졌는데 함평 야산 동굴에서 162마리의 황금박쥐 발견을 계기로 제작됐으며 당시 28억을 들여 제작했으나 이후 금값이 상승하며 현재 추정가격 140억 원에 달하고 있다. 황금박쥐상은 함평 축제 기간 많은 관광객의 발길이 이어지고 있으며 여러 매체에서 대서특필되는 등 함평 홍보 마스코트의 역할을 톡톡히 하고 있다. 함평의 축제 기간에 이곳을 찾는다면 둘러볼 만한 곳이다.",4,#자연,#체험가득,#동굴,#전통감성,,0,#자연 #체험가득 #동굴 #전통감성 ,"황금박쥐 생태전시관은 함평 화양 근린공원 안, 함평 열매공원 옆에 자리하고 있으며 축제 행사장에서 거리가 좀 떨어진 곳에 있다. 이곳은 평상시에는 관람할 수 없고 함평 나비 대축제, 대한민국 국향대전 축제 기간 중에만 관람할 수 있는 특별한 전시관으로 이곳 축제 현장을 방문한 여행객들을 위해 무료로 운영되는 곳이다. 이곳은 멸종 위기 희귀동물인 황금박쥐가 함평에서 서식하고 있는 점을 활용하여 박쥐의 생태체험 및 자연 생태 보존과 야생 희귀동물 보존 등을 알리기 위해 조성된 공간이다. 전시관 입구는 박쥐들이 좋아할 만한 동굴처럼 꾸며져 있고 박쥐에 관한 다양한 전시물들이 전시되어 있으며 박쥐의 분류와 생태, 박쥐의 응용 분야 및 전통 속의 박쥐 등 박쥐에 대한 모든 것을 배울 수 있는 학습공간이다.
이곳의 대표적인 전시물인 황금박쥐는 순금 162kg, 은 281kg로 만들어졌는데 함평 야산 동굴에서 162마리의 황금박쥐 발견을 계기로 제작됐으며 당시 28억을 들여 제작했으나 이후 금값이 상승하며 현재 추정가격 140억 원에 달하고 있다. 황금박쥐상은 함평 축제 기간 많은 관광객의 발길이 이어지고 있으며 여러 매체에서 대서특필되는 등 함평 홍보 마스코트의 역할을 톡톡히 하고 있다. 함평의 축제 기간에 이곳을 찾는다면 둘러볼 만한 곳이다. #자연 #체험가득 #동굴 #전통감성","함평 화양 근린공원과 열매 공원 근처에 위치한 황금박쥐 생태전시관은 함평나비 대축제와 대한민국 국향대전에서만 무료 개방되며, 멸종 위기종인 황금박쥐의 생태 체험 및 자연·야생 동물 보존 교육을 위한 전시물이 있습니다. 특히, 순금 162kg으로 만들어진 황금박쥐 모형은 함평군 홍보마스코트로서 큰 인기를 끌고 있습니다.

* 특징: 축제기간에만 공개되는 특별전시로, 멸종위기종 황금박쥐 관련 전시물과 대형 황금박쥐 조형물을 볼 수 있음.
* 위치: 전남 함평군 화양근린공원 내
* 운영 기간: 함평나비 대축제/대한민국 국향대전 축제 기간 중 (축제 기간 외 비공개)
* 주요 전시물 : 황금박쥐(순금 162kg, 은 281kg), 박쥐의 분류와 생태, 박쥐의 응용분야, 전통 속 박쥐 등
* 태그: #자연 #체험가득 #동굴 #전통감성"
부안청자박물관,전북특별자치도 부안군 보안면 청자로 1493,35.61147607,126.6513529,"부안청자가?천년?세월을?넘어?새로운 부활을?꿈꾸며, 2011년?4월에?부안군(扶安郡)?보안면(保安面)?유천리(柳川里) 유천초등학교 자리에 청자박물관을 개관하였다.? 보안면?유천도요지(柳川里陶窯址)(사적?제?69호)는?지난?1993년?지표조사를?시작으로11~14세기?가마터?40여 곳을 확인 하였으며,?그?중?5기가?1999년?발굴로?모습을?드러냈다.?박물관에는?고려청자?가마와?유천(柳川)·우동(牛東)·진서리(鎭西里)에서?출토된?청자?및?조각들이?진열되어 있으며,?다양한 체험과 고려시대 명품 상감청자(象嵌靑瓷)를?만나볼?수?있다.",4,#자연,#체험가득,#박물관,#역사,,0,#자연 #체험가득 #박물관 #역사 ,"부안청자가?천년?세월을?넘어?새로운 부활을?꿈꾸며, 2011년?4월에?부안군(扶安郡)?보안면(保安面)?유천리(柳川里) 유천초등학교 자리에 청자박물관을 개관하였다.? 보안면?유천도요지(柳川里陶窯址)(사적?제?69호)는?지난?1993년?지표조사를?시작으로11~14세기?가마터?40여 곳을 확인 하였으며,?그?중?5기가?1999년?발굴로?모습을?드러냈다.?박물관에는?고려청자?가마와?유천(柳川)·우동(牛東)·진서리(鎭西里)에서?출토된?청자?및?조각들이?진열되어 있으며,?다양한 체험과 고려시대 명품 상감청자(象嵌靑瓷)를?만나볼?수?있다. #자연 #체험가득 #박물관 #역사","부안청자박물관은 부안군 보안면에 위치한 박물관으로, 지난 2011년에 개관하였습니다. 이곳은 고려시대 가마터 발굴 유적을 중심으로 다양한 고려청자와 체험 프로그램 등을 제공하며, 방문객들은 역사적인 가치와 전통 공예의 아름다움을 경험할 수 있습니다.

* 특징: 고려청자 전시 및 발굴 유적 소개, 체험 활동 가능
* 위치: 전북 부안군 보안면 유천리
* 개관일: 2011년 4월
* 주요 내용: 고려시대 가마터 발굴 유적 전시, 청자 조각 전시 등

이곳에서는 자연과 역사를 함께 느낄 수 있는 체험가득한 박물관입니다. 또한, 고려시대 명품인 상감청자를 만나볼 수도 있어 역사에 관심이 많은 분들에게 추천하는 장소입니다."
동곡미술관,광주광역시 광산구 어등대로529번길 37 (운수동),35.15513547,126.7778587,"동곡미술관은 2020년 12월 개관한 광주광역시 광산구 최초의 사립미술관이다. 2층으로 이루어져 있으며 전시실과 교육실, 조각공원 등이 있다. 문화예술을 경험하고 즐길 수 있는 휴식의 공간, 창의적인 상상력을 기를 수 있는 공간으로서 지역민들의 문화적 욕구를 충족시키고 있다. 또한, 도심과 외곽의 문화적 불균형을 해소하고 지역 미술의 발전을 이끄는 복합문화공간으로 역할을 다하고 있다. 동곡미술관을 설립한 보문복지재단은 문화복지를 통해 지역사회의 문화적 감수성과 창의성을 고취시키고 아름답고 따뜻한 세상을 만드는 데 힘쓰고 있다.",4,#자연,#체험가득,#미술관,#역사,,0,#자연 #체험가득 #미술관 #역사 ,"동곡미술관은 2020년 12월 개관한 광주광역시 광산구 최초의 사립미술관이다. 2층으로 이루어져 있으며 전시실과 교육실, 조각공원 등이 있다. 문화예술을 경험하고 즐길 수 있는 휴식의 공간, 창의적인 상상력을 기를 수 있는 공간으로서 지역민들의 문화적 욕구를 충족시키고 있다. 또한, 도심과 외곽의 문화적 불균형을 해소하고 지역 미술의 발전을 이끄는 복합문화공간으로 역할을 다하고 있다. 동곡미술관을 설립한 보문복지재단은 문화복지를 통해 지역사회의 문화적 감수성과 창의성을 고취시키고 아름답고 따뜻한 세상을 만드는 데 힘쓰고 있다. #자연 #체험가득 #미술관 #역사","동곡미술관은 광주광역시 광산구에 위치한 사립미술관으로, 전시실, 교육실, 조각공원이 있습니다. 지역민의 휴식 및 문화생활 향유와 더불어 지역사회에 기여하는 복합문화공간입니다.

* 자연: 주변 경관과 조화를 이룬 야외 공간이 조성되어 있어 자연 속에서 예술작품을 감상할 수 있습니다.
* 체험 가득: 다양한 프로그램을 운영하여 관람객들이 직접 참여하며 미술을 즐길 수 있도록 돕습니다.
* 미술관: 여러 장르의 작품을 전시하며 미술에 대한 이해를 높이고 새로운 시각을 제시합니다.
* 역사: 지역의 역사와 문화를 담은 작품들을 전시하고 이를 연구함으로써 지역의 정체성 확립에 기여합니다."
동두천꿈나무정보도서관,경기도 동두천시 지행로 38(지행동),37.89215098,127.0513884,"꿈나무정보도서관은 어린이들이 유아기부터 책에 재미를 느끼고 다양한 정보를 자연스럽게 받아들일 수 있도록 길잡이 역할을 하기 위해 2005년 개관하였다. 전체 시설 규모는 대지면적 1299.18m², 연면적 2016.54m²의 지하 1층, 지상 3층 건물이다. 주요 내부 시설로는 지하 1층에 세미나실이 있다. 이곳에서는 문화 교실 및 독서 교실 등이 운영되고 있다. 지상 1층에는 취학 전 아동의 눈높이에 맞춘 자료가 준비된 꼬맹이 방이 있어 부모와 자녀가 함께 즐길 수 있고, 어린이를 위한 각종 자료를 비치하여 책 읽는 즐거움을 느끼게 하고 학습 욕구를 증진하고 있다.  2층의 꿈나무 자료실은 취학 후 아동부터 성인에 이르기까지 다양한 연령층을 위한 신문, 잡지 등이 구비되어 있다. 3층에는 인터넷 정보검색, 문서편집 등 컴퓨터 이용자를 위한 공간인 디지털 자료실과 영화 및 연극 공연을 관람할 수 있는 시네마천국이 있다. 

도서관 주요 사업으로는 초등생을 대상으로 원어민과 함께하는 도서관 다문화학교와 맛있는 중국어 회화 교실과 같은 다양한 문화행사가 있으며, 다문화학교의 수업 내용은 세계 여러 나라의 국가 개관, 의식주, 역사, 자연환경, 문화, 예절 알기와 세계 문화 직접 체험 활동 등으로 구성되어 있다. 그 외 문화 교실, 독서 교실, 자원봉사자와 함께하는 다양한 프로그램을 진행하여 동두천 관내 어린이들의 지성 메카 역할을 담당하고 있다.",4,#자연,#가족나들이,#공연,#체험가득,#역사,0,#자연 #가족나들이 #공연 #체험가득 #역사,"꿈나무정보도서관은 어린이들이 유아기부터 책에 재미를 느끼고 다양한 정보를 자연스럽게 받아들일 수 있도록 길잡이 역할을 하기 위해 2005년 개관하였다. 전체 시설 규모는 대지면적 1299.18m², 연면적 2016.54m²의 지하 1층, 지상 3층 건물이다. 주요 내부 시설로는 지하 1층에 세미나실이 있다. 이곳에서는 문화 교실 및 독서 교실 등이 운영되고 있다. 지상 1층에는 취학 전 아동의 눈높이에 맞춘 자료가 준비된 꼬맹이 방이 있어 부모와 자녀가 함께 즐길 수 있고, 어린이를 위한 각종 자료를 비치하여 책 읽는 즐거움을 느끼게 하고 학습 욕구를 증진하고 있다.  2층의 꿈나무 자료실은 취학 후 아동부터 성인에 이르기까지 다양한 연령층을 위한 신문, 잡지 등이 구비되어 있다. 3층에는 인터넷 정보검색, 문서편집 등 컴퓨터 이용자를 위한 공간인 디지털 자료실과 영화 및 연극 공연을 관람할 수 있는 시네마천국이 있다. 

도서관 주요 사업으로는 초등생을 대상으로 원어민과 함께하는 도서관 다문화학교와 맛있는 중국어 회화 교실과 같은 다양한 문화행사가 있으며, 다문화학교의 수업 내용은 세계 여러 나라의 국가 개관, 의식주, 역사, 자연환경, 문화, 예절 알기와 세계 문화 직접 체험 활동 등으로 구성되어 있다. 그 외 문화 교실, 독서 교실, 자원봉사자와 함께하는 다양한 프로그램을 진행하여 동두천 관내 어린이들의 지성 메카 역할을 담당하고 있다. #자연 #가족나들이 #공연 #체험가득 #역사","**꿈나무정보도서관**

* 위치: 경기도 동두천시 
* 특징: 어린이들을 위한 도서관이으로, 다양한 문화 행사와 교육적인 프로그램 제공

* 주요시설:
   - 지하 1층: 세미나실 (문화교실, 독서교실 등)
   - 1층: 꼬맹이방(취학전 아동용), 일반자료실
   - 2층: 꿈나무 자료실(아동~성인 대상)
   - 3층: 디지털자료실, 시네마 천국

* 주요사업: 도서관 다문화 학교, 중국어 회화 교실 등

* 태그: #자연 #가족나들이 #공연 #체험가득 #역사"
